sites,Geitlerinema_sp.,Geitlerinema_sp2,Geitlerinema_sp3,Komvophoron_sp.,Jaaginema_sp.,Limnothrix_sp1,Limnothrix_sp2,Limnothrix_sp3,Oscillatoria_sp1,Oscillatoria_sp2,Pseudanabaena_limnetica,Pseudanabaena_catenata,cf.Raphidiopsis,Romeria_sp.,cf.Spirulina,Synechocystis_aquatilis,Synechococcus_sp.,Chroococcus_sp.,cf.Cyanobium_sp.,Chroococcales_unicelular_1,Chroococcales_colonial_1,Chroococcales_colonial_3,Chroococcales_colonial_4,Merismopedia_sp,Pseudanabaena_sp1,Pseudanabaena_sp2,Pseudanabaena_sp3,Pseudanabaena_sp4,Pseudanabaena_sp5,Pseudanabaenaceae_1,Pseudanabaenaceae_2,Pseudanabaenaceae_7,Oscillatoriales_1,Oscillatoriales_2,Oscillatoriales_4,Oscillatoriales_6,Aulacoseira_granulata,Aulacoseira_sp1,Aulacoseira_sp2,Cyclotella_cf.meneghiniana,Cyclotella_sp2,Cyclotella_sp3,Melosira_sp1,Centrales_1,Achnanthes_inflata,Achnanthes_cf.rupestoides,Achnanthes_sp1,Achnanthes_sp2,cf.Achnanthidium_sp,Amphora_sp.,Cymbela_sp.,cf.Encyonema,Fragillaria_capucina,Fragillaria_capucina_var.gracilis,Fragillaria_capucina_cf.var.fragilarioides,Fragillaria_sp.,cf.Frustulia,Gomphonema_augur,Gomphonema_cf.olivaceum,Gomphonema_cf.truncatum,Gomphonema_sp1,Gomphonema_sp2,Gyrosigma/Pleurosigma,Hantszchia_sp.,Navicula_sp1,Navicula_sp2,Navicula_sp3,Navicula_sp4,Naviculales,Nitzschia_sp1,Nitzschia_sp2,Pinnularia_sp_1,Pinnularia_sp2,Pinullaria_sp4,Pinullaria_sp6,Pinnularia_sp_7,Stauroneis_borrichii,Surirella_cf.minuta,Surirella_sp1,Synedra_sp.,cf.Urosolenia,Pennales_1,Pennales_2,Pennales_3,Pennales_4,Pennales_5,Penales_6_,Pennales_7,Pennales_9,Pennales_10,Pennales_11,Pennales_12,Pennales_13,Actinastrum_sp.,Actinastrum_cf.hantzchii,Ankistrodesmus_sp.,Chlorella_sp1,Chlorella_sp_2,Chlorella_sp3,Coelastrum_sp.,Crucigenia_fenestrata,Crucigenia_sp2,Crucigeniella_sp.,Desmodesmus_quadricauda,Desmodesmus_sp1,Desmodesmus_sp2,Desmodesmus_sp3,Desmodesmus_sp4,Desmodesmus_sp5,Dictyosphaerium_sp.,cf.Koliella_sp.,Monoraphidium_arcuatum,Monoraphidium_contortum,Monoraphidium_convolutum,Monoraphidium_komarkovae,Monoraphidium_minutum,Oocystis_sp1,Oocystis_sp2,Oocystis_sp3,Pandorina_sp.,Pediastrum_sp1,Pediastrum_sp2,Scenedesmus_sp1,Scenedesmus_sp2,Scenedesmus_sp3,Scenedesmus_sp_4,Chlorococcales_1,Chlorococcales_2,Chlorococcales_3,Chlorococcales_4,Chlorococcales_5,Chlorococcales_6,Chlorococcales_7,cf.Cryptomonas_sp1,cf.Cryptomonas_sp2,Cryptophyceae_1,Cryptophyceae_2,Cryptophyceae_3,Cosmarium_sp.,Staurastrum_sp.,Staurodesmus_sp.,Dinobryon_sp.,Euglena_sp1,Euglena_sp2,Euglena_sp3,Phacus_sp.,Strombomonas_sp.,Trachelomonas_sp.,Flagellates_1,Flagellates_2
DEZ P3,0,0,0,0,0,30316.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10974.559,0,0,0,0,0,0,0,0,1639.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7009.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAN P3,1527.981,0,0,0,0,30316.44,24253.152,0,0,0,54570.75,30316.44,0,0,601.388,4359.677,0,0,0,0,0,0,0,6517,54592.366,0,0,214677.76,0,0,0,0,0,0,0,0,0,0,0,44266.48,0,0,0,0,0,0,0,0,0,0,264844.443,0,0,0,0,0,0,0,65411.946,0,0,0,0,0,0,6650.201,0,0,0,4925.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3827.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14018.362,0,0,0,0,0,0,0,0,0,0,36855.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEV P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9517.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178012.971,0,0,0,0,0
MAR P3,4583.943,0,0,0,0,0,0,0,0,0,2182.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3560.657,0,0,0,0,0,3169.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16429.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABR P3,0,0,0,0,590.03,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137.26,0,0,0,0,0,0,0,0,849.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6918.44,0,0,0,0,2041.6,0,0,48104.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174.24,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI P4,0,0,0,0,0,0,0,0,0,0,9839.7,34164.9,0,0,0,0,0,0,0,0,0,0,0,0,0,28470.75,0,58649.6,3097.635,0,1539.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18320.895,0,0,0,0,0,24571.845,0,0,0,0,0,0,0,0,0,0,3700.4,0,0,0,0,0,0,0,0,0,0,0,25532.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.505,449.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.37,0
JUN P4,0,0,0,0,0,67858.56,0,0,0,0,9771.84,16964.64,763.56,904.752,0,1858.752,0,0,0,0,610.848,0,0,0,0,35343,8188.272,0,0,45805.824,0,0,2035.728,0,0,0,3639.024,0,0,2064.24,0,0,49654.368,0,0,0,0,0,0,0,98802.072,0,9097.272,10255.032,0,0,0,0,0,0,0,0,0,0,12453.192,12404.52,0,0,13577.04,1837.44,0,0,0,0,0,0,0,0,18731.232,137129.256,0,0,0,5764.392,0,0,0,0,0,0,0,0,0,0,0,0,1413.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.528,0,339.264,0,0,0,0,0,0,0,0,0,0,0,3500.784,3055.392,0,0,0,16069.248,0,0,0,0,0,0,0,0,0,0,0,14193.504,0,0,0,0,0,0
JUL P4,0,0,0,0,0,67858.56,0,0,0,0,9771.84,16964.64,763.56,904.752,0,1858.752,0,0,0,0,610.848,0,0,0,0,35343,8188.272,0,0,45805.824,0,0,2035.728,0,0,0,3639.024,0,0,6307.4,0,0,49654.368,0,0,0,0,0,0,0,98802.072,0,9097.272,10255.032,0,0,0,0,0,0,0,0,0,0,12453.192,12404.52,0,0,13577.04,1837.44,0,0,0,0,0,0,0,0,18731.232,137129.256,0,28174.08,0,5764.392,0,0,0,0,0,0,0,0,0,0,0,0,1413.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.528,0,339.264,0,0,0,0,0,0,0,0,0,0,0,3500.784,3055.392,0,0,0,16069.248,0,0,0,0,0,0,0,0,0,0,0,14193.504,0,0,0,0,0,0
AGO P4,1931.748,0,0,0,0,53658.528,0,0,6645.9744,0,5519.28,7665.504,0,613.2208,0,472.4328,0,0,0,0,1242.0576,0,0,0,0,0,0,64150.528,0,0,2072.8288,0,0,0,0,0,0,11042.9032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58687.0752,0,0,0,0,0,0,0,0,17186.1888,0,0,0,0,0,0,0,0,0,0,0,0,0,574.9128,0,228.2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544.5392,0,0,0,0,0,0,0,0,0,0,4141.7536,0,0,0,0,0,0,0,0,0,0,0,0,0,3977.0536,0,0,0,0,0,0,0,0
SET P4,0,0,0,0,0,301593.6,0,0,6537.024,0,5971.68,30159.36,0,0,0,2168.544,0,0,0,0,0,0,0,0,0,0,0,67952.64,0,0,6116.544,0,0,0,0,0,0,0,0,0,1576.512,1824.72,0,0,0,0,0,0,0,0,65868.048,0,0,0,0,0,0,0,0,0,0,0,0,0,16604.256,4961.808,0,0,0,0,0,391380.768,28862.496,0,0,0,0,0,0,91419.504,0,0,0,0,0,4234.368,0,0,3807.936,2144.976,0,0,0,0,0,0,314.16,1122.48,0,0,0,0,0,0,0,2316.24,0,0,0,0,0,0,148.704,0,0,0,6972.864,0,0,0,0,0,0,0,0,0,1667.04,0,0,0,0,0,0,0,0,0,0,0,0,25190.784,0,0,0,0,619817.184,0,0,0,149.088,0
OUT P4,0,0,0,0,0,0,0,0,0,0,50205.09,0,0,0,0,0,0,0,0,0,0,9604.452,0,0,0,0,0,0,0,0,0,112959.233,5456.882,0,0,0,0,0,0,27666.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24829.064,12217.672,0,0,0,0,19035.59,0,0,0,0,0,49287.375,0,0,4925.36,0,0,0,0,0,0,0,0,0,0,0,0,32131.219,540812.055,0,0,0,0,0,0,0,24592.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719.051,0,0,0,0,0,0,0,0,0,0,0,0,1263.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25321.986,0,0,311114.07,0,0,0,0,0,0,0
NOV P4,380.016,0,0,0,0,0,0,0,0,4344.768,3800.16,22619.52,0,0,0,0,0,0,0,0,0,0,0,1646.4,0,0,2729.424,29122.56,0,0,0,0,0,0,0,0,0,10861.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEZ P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4123.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33381.473,0,0,0,0,0,0,0,0,0,0,361799.151,0,0,0,0,0,0,32131.219,0,0,0,0,0,0,0,0,12296.416,9510.461,0,0,0,1263.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178012.971,0,0,0,0,0
JAN P4,3055.962,0,0,0,1626.797,60632.88,0,0,0,0,0,15158.22,0,0,0,0,0,0,0,0,0,0,0,0,0,18947.775,21949.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133101.292,0,0,0,0,0,0,0,264844.443,0,0,0,0,0,0,0,98117.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48506.304,0,7276.1,0,0,0,0,0,0,0,0,0,0,1198.916,1504.435
FEV P4,1147.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6106.965,0,0,0,0,0,0,0,7150.675,0,0,0,25079.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR P4,1147.965,0,0,0,0,68329.8,0,0,0,0,1639.95,11388.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8648.05,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.45,0,0,0,0,0,0,0,0,0,0,181.75,0,0,0,0,0,0,0,0,0,0,11160.505,0,0,0,0,0,0,159967.77,0,0,0,0,0,0,0,0,0
ABR P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.92,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.8,0,0,0,0,0,0,416.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405,0,0,0,520.8,0,0,0,0,0,0,0,0,0,0,0,6659.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.08,0,0,0,0,0,0,0,0,0,0,0,150.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.24,0
MAI P5,0,0,0,0,0,0,0,0,5447.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413.76,0,0,0,0,0,0,4043.36,0,0,0,0,0,0,0,0,0,416.56,0,0,0,0,0,0,0,0,0,0,0,0,0,3945.2,0,0,0,0,1378.28,0,0,0,0,0,54358.44,0,0,0,0,0,0,0,0,0,0,0,3202.44,0,0,0,0,0,0,0,0,0,0,0,0,261.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.84,0,0,0,0,4463.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUN P5,0,0,1114.382,0,3253.594,0,0,0,0,0,0,15158.22,0,0,0,0,0,433.285,0,0,0,0,0,0,0,0,10974.559,0,0,0,0,0,0,0,0,0,0,43673.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUL P5,0,0,0,0,0,18221.28,0,0,0,0,5083.845,10249.47,0,0,0,32.27,0,0,0,0,0,0,0,0,42429.3,0,0,0,0,4064.56,769.8775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.14,60.04,94.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7661.25,0,0,0,0,19704.9345,8718.879,0,0,0,0,0,0,0,0,0,0,0,1479,0,0,3308.1,0,0,0,0,0,0,0,0,0,0,0,8181.25,0,0,0,0,0,0,154.8745,0,0,0,0,0,0,0,0,0,0,0,0,5729.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5913.96,0,2618.26,0,0,0,779.5
AGO P5,0,0,0,0,0,0,0,0,0,0,3771.885,0,0,0,0,1965.243,0,0,0,0,0,0,0,0,0,0,0,17594.88,0,0,0,0,0,0,0,0,1465.718,0,0,2494.29,952.476,0,9999.838,0,0,2683.37,453.009,0,0,956.13,19897.6395,0,610.6965,0,0,0,2878.047,417.89,0,0,0,0,0,0,17555.5415,2997.759,0,0,2734.265,740.08,0,0,0,0,0,0,0,18630.3975,0,110465.234,0,5106.552,2414.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.983,0,0,0,0,0,0,0,0,0,0,204.972,0,0,0,0,0,592.1945,0,0,0,0,0,0,2768.949,0,0,0,3236.168,0,2309.07,0,837.76,0,0,0,0,0,0,46747.71,22867.312,0,0,0,0,93.18,0
SET P5,0,0,0,0,0,7539.84,0,0,0,0,1628.64,0,0,0,0,1084.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4729.536,364.944,33102.912,0,0,0,0,0,0,0,0,0,2021.616,0,0,0,0,0,0,0,0,661.632,0,0,0,1653.936,20430,13011.84,0,0,0,0,0,0,0,0,0,0,0,0,0,8452.224,0,0,0,4234.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0,0,1743.216,0,0,6875.232,0,0,0,0,0,0,0,0,0,227.52,0,5356.416,0,0,0,0,0,0,0,12595.392,0,0,0,18924.672,0,12567.648,0,0,0,0
OUT P5,0,0,0,0,0,1570.8,0,0,0,0,2148.9,3141.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74487.192,0,0,0,0,0,0,0,98335.044,0,0,0,0,0,181970.05,0,0,786838.419,0,0,0,0,0,0,0,0,0,33984.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315796.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.416,0,0,0,159998.58,0,0,0,0,0,0,0,0,8275.02,0,0,0,0,0,44642.02,0,0,0,0,0,0,0,0,0,0,0,49746.94,20420.4,0,0,0
NOV P5,0,0,0,0,0,0,0,0,6537.024,0,3257.28,18849.6,0,0,0,0,0,0,0,0,0,0,0,0,27154.752,0,0,116490.24,0,0,0,0,0,0,0,0,0,0,0,0,3153.024,0,0,0,0,0,2999.232,0,0,3165.12,131736.096,0,2021.616,0,0,0,19054.656,0,81341.28,0,9468.48,0,0,0,0,0,40860,0,0,7349.76,0,717531.408,0,0,0,0,0,0,0,182839.008,0,0,0,3842.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37786.176,0,0,38687.76,0,0,0,0,0,0,0
DEZ P5,0,0,0,0,0,0,0,0,26284.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4927.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.185,0,0,0,0,3211.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAN P5,19863.753,0,2228.764,0,0,60632.88,0,0,0,0,13096.98,0,0,0,0,1245.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11066.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526.37,902.661,0,0,0,0,0,0,0,0,4122.866,0,0,0,0,573.017,0,0,0,0,7009.181,0,0,0,0,0,2104.665,0,0,0,0,8190.148,0,0,0,0,0,29710.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEV P5,0,0,0,0,0,6283.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.64,0,0,0,0,0,0,0,0,0,0,1130.96,0,0,0,0,0,0,1146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6918.44,0,0,0,0,2041.6,0,54358.44,0,0,0,0,0,0,0,0,0,7043.52,0,0,0,0,0,0,0,0,0,7645.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.24,0
MAR P5,316.68,0,0,0,0,6283.2,0,0,5447.52,0,0,6283.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.6,0,0,0,2293.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969.72,0,0,0,0,0,0,0,6918.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.84,0,0,0,0,0,0,0,0,0,0,0,0,0,22064.52,0,0,0,0,0,0,0,0,0
ABR P5,1147.965,0,0,0,0,68329.8,0,0,0,0,26239.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8245.135,58649.6,0,15374.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198976.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12343.125,0,0,0,0,0,87188.79,0,0,0,0,0,0,0,0,0,0,0,21445.5,0,0,0,0,0,0,0,0,0,0,0,4745.125,1356.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10531.93,0,0,0,0,0,0,0,0,0,0,6153.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI P6,760.032,0,0,0,0,0,0,0,0,0,0,3769.92,0,0,0,0,0,0,0,0,0,0,0,0,108619.008,0,0,0,1025.424,0,0,0,1357.152,0,0,0,0,0,9283.056,0,0,0,0,0,0,0,0,0,0,0,65868.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUN P6,0,0,0,0,0,0,0,0,0,0,0,75791.1,0,0,0,0,0,0,0,80.867,0,0,0,0,0,0,10974.559,0,0,0,0,0,0,0,0,1639.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6132.189,0,0,0,0,0,0,0,0,0,0,727.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16168.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUL P6,0,0,0,0,0,0,0,0,0,0,4913.064,0,383.901,0,0,1168.174,0,0,0,0,0,0,0,0,61437.6264,1776.9675,0,0,0,0,0,0,0,0,0,0,914.8102,0,0,1146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.821,0,0,0,0,0,0,6261.1882,0,0,0,3413.117,0,0,0,0,0,0,0,0,0,0,0,0,0,3013.3423,0,0,0,0,0,0,0,0,0,0,45.4853,0,213.2361,0,0,0,0,400.8245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.2221,0,0,0,0,0,754.3356,4224.5038,0,0,407.5396,0,0,0,0,0,0,0,0,0,0,0,14588.5095,0,0,0,0,0,0,0
AGO P6,0,0,0,0,0,45239.04,0,0,0,0,15743.52,3769.92,0,0,0,1548.96,0,0,0,0,0,0,0,0,230815.392,0,0,0,0,0,10194.24,0,0,0,0,0,0,0,0,0,1576.512,0,0,0,0,0,0,0,0,0,0,0,2021.616,0,0,7596.48,0,0,0,0,0,0,0,0,33208.512,4961.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24529.008,0,0,0,0,0,0,0,0,0,628.32,897.984,0,0,0,0,0,0,0,0,0,0,0,2694,0,0,2230.56,0,0,0,0,0,0,0,0,0,0,0,0,0,3667.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.272,0,0,0,0,0,0,0,0,0,0,262024.704,339763.2,0,0,0,0,1357.152,0,0,0,0,0,0,2752.32,3941.28,729.888,0,0,0,0,0,576.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8302.128,1653.936,8172,0,0,0,0,65230.128,57724.992,0,0,0,0,0,0,0,0,16904.448,31964.736,7685.856,0,0,0,0,0,0,882.144,0,0,0,0,0,628.32,897.984,0,0,0,0,0,0,0,2316.24,0,0,0,0,0,427.536,148.704,0,0,361.92,6972.864,0,0,0,0,0,0,0,314.352,0,666.816,0,0,682.56,0,0,0,3694.512,0,0,0,0,0,6297.696,0,0,38687.76,28387.008,0,0,0,0,0,0
OUT P6,380.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221.456,0,0,0,0,0,0,0,53670.24,788.256,0,33102.912,0,0,0,0,0,0,9495.36,0,0,18194.544,0,0,0,0,0,40670.64,0,23671.2,0,0,0,8302.128,0,8172,9758.88,0,0,0,195690.384,115449.984,50155.536,0,0,0,0,0,0,0,0,0,7685.856,0,0,0,0,0,0,294.048,55047.168,0,0,0,0,942.48,0,0,0,0,0,0,0,1525.104,0,2050.752,314.16,0,0,0,0,74.352,0,226.176,180.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18893.088,0,3911.856,38687.76,0,0,0,0,0,0,0
NOV P6,0,0,0,0,0,0,0,0,0,0,0,13901.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40053.153,0,0,0,0,122066.988,0,0,0,0,0,0,0,0,0,22364.127,0,0,0,35132.022,0,29994.597,0,104745.06,0,0,0,0,0,0,0,0,0,0,0,106430.454,0,0,0,0,0,0,337109.421,0,62335.152,0,14170.797,0,15614.232,0,0,0,0,9758.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116113.77,0,0,0,0,0,0,0,0,0,0
