;Geitlerinema_sp._;Geitlerinema_sp2;Geitlerinema_sp3;Komvophoron_sp.;Jaaginema_sp.;Limnothrix_sp1;Limnothrix_sp2;Limnothrix_sp3_;Oscillatoria_sp1;Oscillatoria_sp2_;Pseudanabaena_limnetica;Pseudanabaena_catenata;cf._Raphidiopsis;Romeria_sp._;cf._Spirulina;Synechocystis_aquatilis;Synechococcus_sp.;Chroococcus_sp.;cf._Cyanobium_sp.;Chroococcales_unicelular_1;Chroococcales_colonial_1_;Chroococcales_colonial_3_;Chroococcales_colonial_4_;Merismopedia_sp;Pseudanabaena_sp1;Pseudanabaena_sp2;Pseudanabaena_sp3__;Pseudanabaena_sp4__;Pseudanabaena_sp5_;Pseudanabaenaceae_1__;Pseudanabaenaceae_2__;Pseudanabaenaceae_7__;Oscillatoriales_1;Oscillatoriales_2__;Oscillatoriales_4;Oscillatoriales_6__;Aulacoseira_granulata;Aulacoseira_sp1;Aulacoseira_sp2_;Cyclotella_cf._meneghiniana;Cyclotella_sp2;Cyclotella_sp3_;Melosira_sp1;Centrales_1;Achnanthes_inflata;Achnanthes_cf._rupestoides;Achnanthes_sp1_;Achnanthes_sp2;cf._Achnanthidium_sp;Amphora_sp.;Cymbela_sp.;cf._Encyonema;Fragillaria_capucina;Fragillaria_capucina_var._gracilis;Fragillaria_capucina_cf._var._fragilarioides_;Fragillaria_sp.;cf._Frustulia;Gomphonema_augur;Gomphonema_cf._olivaceum____;Gomphonema_cf._truncatum___;Gomphonema_sp1_;Gomphonema_sp2_;Gyrosigma/Pleurosigma;Hantszchia_sp.;Navicula_sp1_;Navicula_sp2_;Navicula_sp3___;Navicula_sp4___;Naviculales;Nitzschia_sp1;Nitzschia_sp2__;Pinnularia_sp_1;Pinnularia_sp2_;Pinullaria_sp4;Pinullaria_sp6_;Pinnularia_sp_7;Stauroneis_borrichii;Surirella_cf._minuta;Surirella_sp1;Synedra_sp.;cf_Urosolenia;Pennales_1_;Pennales_2__;Pennales_3_;Pennales_4__;Pennales_5_;Penales_6___;Pennales_7_;_Pennales_9____;_Pennales_10___;Pennales_11_;_Pennales_12_;_Pennales_13_;Actinastrum_sp.;Actinastrum_cf._hantzchii__;Ankistrodesmus_sp.;Chlorella_sp1___;Chlorella_sp_2__;Chlorella_sp3_;Coelastrum_sp.;Crucigenia_fenestrata;Crucigenia_sp2;Crucigeniella_sp.;Desmodesmus_quadricauda;Desmodesmus_sp1___;Desmodesmus_sp2_____;Desmodesmus_sp3;Desmodesmus_sp4_;Desmodesmus_sp5_;Dictyosphaerium_sp.;cf._Koliella_sp.;Monoraphidium_arcuatum;Monoraphidium_contortum__;Monoraphidium_convolutum;Monoraphidium_komarkovae___;Monoraphidium_minutum_;Oocystis_sp1;Oocystis_sp2__;Oocystis_sp3;Pandorina_sp.;Pediastrum_sp1_;Pediastrum_sp2_;Scenedesmus_sp1_;Scenedesmus_sp2;Scenedesmus_sp3_;Scenedesmus_sp_4_;Chlorococcales_unicelular_1__;Chlorococcales_unicelular_2;Chlorococcales_unicelular_3__;Chlorococcales_unicelular_4_;Chlorococcales_colonial_1_;Chlorococcales_colonial_2_____;Chlorococcales_colonial_3_;cf._Cryptomonas_sp1;cf._Cryptomonas_sp2___;Cryptophyceae_1;Cryptophyceae_2;Cryptophyceae_3;Cosmarium_sp.;Staurastrum_sp.;Staurodesmus_sp.;Dinobryon_sp.;Euglena_sp1;Euglena_sp2__;Euglena_sp3__;Phacus_sp.;Strombomonas_sp.;Trachelomonas_sp.;Fitoflagelado_1_;Fitoglagelado_2
MAI P1;4;2;0;1;0;0;0;0;0;24;7;0;0;0;0;2;0;0;0;0;1;1;0;0;0;3;15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JUN P1;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;134.4;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JUL P1;0;0;0;0;0;0;0;0;0;0;6;0;1.5;1.5;0;4.5;4.5;0;0;19.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;1.5;0;0;0;0;1.5;4.5;1.5;0;0;0;0;0;7.5;0;0;0;0;1.5;0;0;0;0;0;0;4.5;3;0;0;3;1.5;0;3;0;0;0;0;1.5;0;0;2;0;1.5;1.5;0;0;0;0;0;0;0;0;0;0;0;0;1.5;1.5;0;0;0;0;0;0;5;1.5;0;0;0;0;0;0;0;1.5;4.5;0;1.5;0;0;0;0;1.5;0;0;0;0;0;0;13.5;0;0;1.5;0;1.5;0;0;0;0;0;0;0;1.5;0;1.5;0;0;0;0;0;0;0
AGO P1;0;0;0;0;0;9.76;0;0;9.76;0;39.04;29.28;0;0;0;34.16;19.52;4.88;0;0;0;0;0;0;14.64;0;0;68.32;0;0;14.64;0;0;0;0;0;0;0;0;4.88;4.88;0;0;0;0;4.88;0;0;0;0;0;0;0;0;0;0;0;0;4.88;0;0;0;0;0;0;19.52;0;0;0;0;0;0;9.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.52;4.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.28;9.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.76;4.88;9.76;0;0
SET P1;0;0;0;0;0;0;0;0;0;14.4;124.8;14.4;0;0;0;86.4;0;0;0;0;0;0;0;0;9.6;0;105.6;86.4;0;384;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76.8;14.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4.8;0;4.8;4.8;0;0;0;0;0;0;0;0;38.4;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;0;0;0;0;0;0;19.2
OUT P1;29;0;0;72.5;0;14.5;0;0;0;0;0;101.5;0;0;0;0;0;0;87;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOV P1;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;33.6;14.4;0;0;0;14.4;0;0;0;4.8;0;14.4;76.8;0;9.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;4.8;4.8;0;4.8;0;0;19.2;0;0;0;0;0;0;0;0;5;0;0;0;0;4.8;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEZ P1;77.2;0;0;0;0;19.3;0;0;0;0;0;135.1;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;38.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.9;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0
JAN P1;19.3;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;38.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FEV P1;19.3;19.3;0;0;0;0;0;0;0;0;19.3;57.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR P1;135.1;0;0;0;0;0;0;0;0;0;0;57.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ABR P1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAI P2;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;67.2;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;0;0;0;0;0;0;0
JUN P2;0;0;0;0;0;0;0;0;0;0;77.2;57.9;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JUL P2;0;0;0;0;0;21.6;0;0;0;0;21.6;57.6;0;0;0;14.4;21.6;0;0;7.2;0;0;0;0;0;43.2;108;0;0;0;0;0;0;0;0;0;0;0;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.2;0;0;0;0;0;0
AGO P2;0;0;0;0;0;0;0;0;0;0;170.8;161.04;0;0;0;43.92;0;0;0;0;73.2;0;0;0;0;0;0;185.44;0;0;29.28;0;19.52;0;0;0;0;0;0;0;4.88;0;0;0;0;0;0;0;0;0;0;0;4.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.64;4.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.88;0;0;0;0;0;4.88;0;0;0;43.92;68.32;0;0;0;4.88;0;0;0;4.88;0;0;0;0;0;0;0;0;0;0;0;0;4.88;4.88
SET P2;0;0;0;0;0;0;0;0;9.76;0;200.08;68.32;0;0;0;53.68;14.64;0;0;0;0;0;0;0;0;0;0;190.32;0;0;29.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.76;0;0;112.24;0;151.28;34.16;4.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.52;0;78.08;0;0;0;0;0;0;0;0;0;0;0;0;24.4;43.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.88;0;0;0;0;0;24.4;0
OUT P2;135;0;0;58;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOV P2;0;0;0;0;0;0;0;0;0;0;28.8;0;0;0;0;0;0;0;0;0;0;0;0;24;19.2;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;38.4;0;0;0;62.4;0;24;0;96;0;0;0;0;0;100.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEZ P2;0;0;0;0;0;0;0;0;0;0;0;212.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;57.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.6;19.3;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JAN P2;19.3;0;0;0;77.2;0;0;0;0;0;0;135.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96.5;0;0;0;0;0;0;0;0;135.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;19.3;0;0;0;0;0;0;0;38.6;0;0;57.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0;19.3;0;19.3;57.9;0;0;0;0;0;0;0;0;0;0;0;77.2;0
FEV P2;9.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.7;0;0;0;0;0;9.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR P2;0;0;0;0;0;0;0;0;0;0;14.5;58;0;0;0;0;0;0;0;0;0;0;0;0;43.5;0;0;0;0;0;0;0;0;14.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ABR P2;0;0;0;0;0;0;0;0;0;0;0;11.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.6;0;0;0;11.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.2;0;0;0;0;0;0;0;0;11.6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAI P3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.41;0;0;0;0;0;0;0;2.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.41;0;0;0;0;4.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.41;0;0;0;0;0;0;0
JUN P3;0;0;0;0;0;0;0;0;0;0;43.2;52.8;0;0;0;24;19.2;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;4.8;0;0;0;4.8;0;0;0;0;0;0;0;0;0;19.2;14.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;4.8;0;4.8;0;0;0;0;4.8;14.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153.6;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;4.8;9.6;0;4.8;0;0;0;0
JUL P3;0;0;0;0;0;0;0;0;0;0;43.2;52.8;0;0;0;24;19.2;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;4.8;19.2;14.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;4.8;0;4.8;0;0;0;0;4.8;14.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153.6;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;4.8;19;0;4.8;0;0;0;0
AGO P3;0;0;0;0;0;0;0;0;4.8;0;38.4;0;0;0;0;115.2;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;9.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.4;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;19.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;14.4;0;0;0;0;0;4.8;0;0;0;0;33.6;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SET P3;0;0;0;0;0;0;0;0;24;33.6;14.4;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;38.4;0;0;24;0;0;0;0;0;4.8;0;0;0;0;48;0;4.8;14.4;0;0;110.4;0;0;4.8;0;0;0;0;24;0;0;0;0;0;0;4.8;0;0;14.4;4.8;0;9.6;4.8;9.6;0;4.8;0;0;0;0;0;0;4.8;0;14.4;0;0;0;0;0;0;4.8;0;0;0;0;0;4.8;0;19.2;0;0;0;0;0;4.8;9.6;0;9.6;0;0;0;4.8;0;0;4.8;0;0;0;9.6;0;0;0;0;0;0;0;4.8;0;91.2;19.2;0;0;0;0;9.6;4.8;19.2;4.8;0;0;0;4.8;0;0;4.8;0;0;0;0;0;4.8;0
